issue_id,product_id,rule_name,severity,jurisdiction,issue_description,current_values,rule_explanation,confidence,migration_state,best_engine,recommended_fix,suggested_fix_1,suggested_fix_2,suggested_fix_3,selected_fix_id,manual_edit,user_action,review_notes,reviewer_name,reviewed_at_utc
29dc20128122,0000000000010,ca_allergen_evidence_missing_ingredients_text,warning,ca,This product violates the rule: allergen_evidence_present > 0.0 && ingredients_text_present == 0.0.,"allergen_evidence_present=1, ingredients_text_present=0, ingredients_text=","Allergen evidence is present, but ingredients text is missing.",0.9102,candidate,soda,Mark ingredients_text_present as 1 after confirming ingredients text exists on the label.,29dc20128122_set_ingredients_present | Mark ingredients_text_present as 1 after confirming ingredients text exists on the label. | confidence=0.77 | This keeps the allergen evidence and restores the expected supporting ingredients text signal.,29dc20128122_clear_allergen_evidence | Set allergen_evidence_present to 0 if the allergen evidence was recorded in error. | confidence=0.61 | Use this only if the allergen evidence flag is the incorrect field.,29dc20128122_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
0455690e9bb1,0000000000085,energy_kcal_vs_kj,error,global,Energy in kcal (3654.7) is greater than energy in kJ (3623).,"energy_kj=3623, energy_kcal=3654.7",Energy in kcal should not exceed the recorded energy in kJ.,0.9052,accepted,soda,Recalculate energy_kcal from energy_kj.,0455690e9bb1_derive_kcal | Recalculate energy_kcal from energy_kj. | confidence=0.81 | This preserves the kJ value and derives the kcal value from it.,0455690e9bb1_derive_kj | Recalculate energy_kj from energy_kcal. | confidence=0.69 | Use this if the kcal number looks more trustworthy than the kJ number.,0455690e9bb1_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
b034d22dd753,0000000000099,energy_kcal_vs_kj,error,global,Energy in kcal (2442) is greater than energy in kJ (2377).,"energy_kj=2377, energy_kcal=2442",Energy in kcal should not exceed the recorded energy in kJ.,0.9052,accepted,soda,Recalculate energy_kcal from energy_kj.,b034d22dd753_derive_kcal | Recalculate energy_kcal from energy_kj. | confidence=0.81 | This preserves the kJ value and derives the kcal value from it.,b034d22dd753_derive_kj | Recalculate energy_kj from energy_kcal. | confidence=0.69 | Use this if the kcal number looks more trustworthy than the kJ number.,b034d22dd753_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
86c6e7e42480,0000000000101,energy_kcal_vs_kj,error,global,Energy in kcal (1293) is greater than energy in kJ (1275).,"energy_kj=1275, energy_kcal=1293",Energy in kcal should not exceed the recorded energy in kJ.,0.9052,accepted,soda,Recalculate energy_kcal from energy_kj.,86c6e7e42480_derive_kcal | Recalculate energy_kcal from energy_kj. | confidence=0.81 | This preserves the kJ value and derives the kcal value from it.,86c6e7e42480_derive_kj | Recalculate energy_kj from energy_kcal. | confidence=0.69 | Use this if the kcal number looks more trustworthy than the kJ number.,86c6e7e42480_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
e394efce3470,0000000000003,energy_kj_computed_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed > (1.3 * energy_kj + 5.0).,"energy_kj=1418.7, energy_kj_computed=3279.1",Computed energy from other nutrients looks too high compared with the declared kJ value.,0.8398,candidate,python,Set energy_kj_computed to match energy_kj.,e394efce3470_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,e394efce3470_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,e394efce3470_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
88d7289e9fa1,0000000000005,energy_kj_computed_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed > (1.3 * energy_kj + 5.0).,"energy_kj=3974, energy_kj_computed=5370.7",Computed energy from other nutrients looks too high compared with the declared kJ value.,0.8398,candidate,python,Set energy_kj_computed to match energy_kj.,88d7289e9fa1_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,88d7289e9fa1_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,88d7289e9fa1_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
9c5f3fb37c9f,0000000000014,energy_kj_computed_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed > (1.3 * energy_kj + 5.0).,"energy_kj=3056, energy_kj_computed=3989.8",Computed energy from other nutrients looks too high compared with the declared kJ value.,0.8398,candidate,python,Set energy_kj_computed to match energy_kj.,9c5f3fb37c9f_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,9c5f3fb37c9f_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,9c5f3fb37c9f_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
b77c0691fcf3,0000000000023,energy_kj_computed_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed > (1.3 * energy_kj + 5.0).,"energy_kj=294.2, energy_kj_computed=4912",Computed energy from other nutrients looks too high compared with the declared kJ value.,0.8398,candidate,python,Set energy_kj_computed to match energy_kj.,b77c0691fcf3_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,b77c0691fcf3_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,b77c0691fcf3_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
557710141745,0000000000024,energy_kj_computed_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed > (1.3 * energy_kj + 5.0).,"energy_kj=503.8, energy_kj_computed=5096.1",Computed energy from other nutrients looks too high compared with the declared kJ value.,0.8398,candidate,python,Set energy_kj_computed to match energy_kj.,557710141745_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,557710141745_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,557710141745_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
59ef06f93c75,0000000000035,energy_kj_computed_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed > (1.3 * energy_kj + 5.0).,"energy_kj=14928.2, energy_kj_computed=19415.7",Computed energy from other nutrients looks too high compared with the declared kJ value.,0.8398,candidate,python,Set energy_kj_computed to match energy_kj.,59ef06f93c75_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,59ef06f93c75_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,59ef06f93c75_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
8ab2e5c3464d,0000000000044,energy_kj_computed_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed > (1.3 * energy_kj + 5.0).,"energy_kj=388, energy_kj_computed=588.4",Computed energy from other nutrients looks too high compared with the declared kJ value.,0.8398,candidate,python,Set energy_kj_computed to match energy_kj.,8ab2e5c3464d_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,8ab2e5c3464d_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,8ab2e5c3464d_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
a9a5eca99aff,0000000000045,energy_kj_computed_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed > (1.3 * energy_kj + 5.0).,"energy_kj=1488.2, energy_kj_computed=2537.6",Computed energy from other nutrients looks too high compared with the declared kJ value.,0.8398,candidate,python,Set energy_kj_computed to match energy_kj.,a9a5eca99aff_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,a9a5eca99aff_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,a9a5eca99aff_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
928b889bdd07,0000000000056,energy_kj_computed_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed > (1.3 * energy_kj + 5.0).,"energy_kj=1302, energy_kj_computed=1706.1",Computed energy from other nutrients looks too high compared with the declared kJ value.,0.8398,candidate,python,Set energy_kj_computed to match energy_kj.,928b889bdd07_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,928b889bdd07_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,928b889bdd07_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
d103017e6093,0000000000066,energy_kj_computed_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed > (1.3 * energy_kj + 5.0).,"energy_kj=895, energy_kj_computed=2556.6",Computed energy from other nutrients looks too high compared with the declared kJ value.,0.8398,candidate,python,Set energy_kj_computed to match energy_kj.,d103017e6093_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,d103017e6093_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,d103017e6093_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
e233c131c196,0000000000013,energy_kj_computed_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed < (0.7 * energy_kj - 5.0).,"energy_kj=3368.3, energy_kj_computed=2333.9",Computed energy from other nutrients looks too low compared with the declared kJ value.,0.8157,candidate,python,Set energy_kj_computed to match energy_kj.,e233c131c196_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,e233c131c196_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,e233c131c196_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
acc4828de0b4,0000000000020,energy_kj_computed_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed < (0.7 * energy_kj - 5.0).,"energy_kj=4313, energy_kj_computed=2798",Computed energy from other nutrients looks too low compared with the declared kJ value.,0.8157,candidate,python,Set energy_kj_computed to match energy_kj.,acc4828de0b4_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,acc4828de0b4_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,acc4828de0b4_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
18bd7cf3662d,0000000000025,energy_kj_computed_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed < (0.7 * energy_kj - 5.0).,"energy_kj=4325.7, energy_kj_computed=1450.3",Computed energy from other nutrients looks too low compared with the declared kJ value.,0.8157,candidate,python,Set energy_kj_computed to match energy_kj.,18bd7cf3662d_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,18bd7cf3662d_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,18bd7cf3662d_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
6c4d1cb5718c,0000000000026,energy_kj_computed_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed < (0.7 * energy_kj - 5.0).,"energy_kj=2542, energy_kj_computed=1648.6",Computed energy from other nutrients looks too low compared with the declared kJ value.,0.8157,candidate,python,Set energy_kj_computed to match energy_kj.,6c4d1cb5718c_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,6c4d1cb5718c_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,6c4d1cb5718c_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
4147acffc1d7,0000000000034,energy_kj_computed_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed < (0.7 * energy_kj - 5.0).,"energy_kj=4278, energy_kj_computed=2984",Computed energy from other nutrients looks too low compared with the declared kJ value.,0.8157,candidate,python,Set energy_kj_computed to match energy_kj.,4147acffc1d7_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,4147acffc1d7_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,4147acffc1d7_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
c48750285784,0000000000046,energy_kj_computed_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed < (0.7 * energy_kj - 5.0).,"energy_kj=4663.9, energy_kj_computed=2174.1",Computed energy from other nutrients looks too low compared with the declared kJ value.,0.8157,candidate,python,Set energy_kj_computed to match energy_kj.,c48750285784_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,c48750285784_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,c48750285784_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
041705498622,0000000000055,energy_kj_computed_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed < (0.7 * energy_kj - 5.0).,"energy_kj=3442, energy_kj_computed=2402.4",Computed energy from other nutrients looks too low compared with the declared kJ value.,0.8157,candidate,python,Set energy_kj_computed to match energy_kj.,041705498622_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,041705498622_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,041705498622_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
f557d0fa52b6,0000000000065,energy_kj_computed_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed < (0.7 * energy_kj - 5.0).,"energy_kj=300, energy_kj_computed=105",Computed energy from other nutrients looks too low compared with the declared kJ value.,0.8157,candidate,python,Set energy_kj_computed to match energy_kj.,f557d0fa52b6_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,f557d0fa52b6_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,f557d0fa52b6_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
6b36139b7a3e,0000000000076,energy_kj_computed_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed < (0.7 * energy_kj - 5.0).,"energy_kj=4591, energy_kj_computed=3191.2",Computed energy from other nutrients looks too low compared with the declared kJ value.,0.8157,candidate,python,Set energy_kj_computed to match energy_kj.,6b36139b7a3e_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,6b36139b7a3e_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,6b36139b7a3e_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
1994c393138b,0000000000088,energy_kj_computed_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj_computed < (0.7 * energy_kj - 5.0).,"energy_kj=4476.7, energy_kj_computed=358.8",Computed energy from other nutrients looks too low compared with the declared kJ value.,0.8157,candidate,python,Set energy_kj_computed to match energy_kj.,1994c393138b_sync_computed | Set energy_kj_computed to match energy_kj. | confidence=0.82 | This is the most direct way to align computed energy with the declared value.,1994c393138b_sync_declared | Set energy_kj to match energy_kj_computed. | confidence=0.63 | Use this if the computed value is believed to be more reliable than the declaration.,1994c393138b_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
6323e5fa8068,0000000000003,energy_kj_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj > (4.7 * energy_kcal + 2.0).,"energy_kj=1418.7, energy_kcal=295.7",Energy in kJ looks too high compared with the kcal value.,0.8245,candidate,python,Align energy_kj with the kcal value.,6323e5fa8068_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,6323e5fa8068_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,6323e5fa8068_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
835ebd742416,0000000000004,energy_kj_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj > (4.7 * energy_kcal + 2.0).,"energy_kj=4749.5, energy_kcal=809",Energy in kJ looks too high compared with the kcal value.,0.8245,candidate,python,Align energy_kj with the kcal value.,835ebd742416_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,835ebd742416_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,835ebd742416_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
959fad292e6a,0000000000013,energy_kj_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj > (4.7 * energy_kcal + 2.0).,"energy_kj=3368.3, energy_kcal=714",Energy in kJ looks too high compared with the kcal value.,0.8245,candidate,python,Align energy_kj with the kcal value.,959fad292e6a_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,959fad292e6a_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,959fad292e6a_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
8ee158adad3b,0000000000024,energy_kj_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj > (4.7 * energy_kcal + 2.0).,"energy_kj=503.8, energy_kcal=102",Energy in kJ looks too high compared with the kcal value.,0.8245,candidate,python,Align energy_kj with the kcal value.,8ee158adad3b_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,8ee158adad3b_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,8ee158adad3b_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
bd9db315fd8f,0000000000025,energy_kj_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj > (4.7 * energy_kcal + 2.0).,"energy_kj=4325.7, energy_kcal=328",Energy in kJ looks too high compared with the kcal value.,0.8245,candidate,python,Align energy_kj with the kcal value.,bd9db315fd8f_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,bd9db315fd8f_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,bd9db315fd8f_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
995497399fd4,0000000000033,energy_kj_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj > (4.7 * energy_kcal + 2.0).,"energy_kj=1806.3, energy_kcal=383",Energy in kJ looks too high compared with the kcal value.,0.8245,candidate,python,Align energy_kj with the kcal value.,995497399fd4_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,995497399fd4_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,995497399fd4_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
b3dd1c9b72bf,0000000000045,energy_kj_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj > (4.7 * energy_kcal + 2.0).,"energy_kj=1488.2, energy_kcal=313.5",Energy in kJ looks too high compared with the kcal value.,0.8245,candidate,python,Align energy_kj with the kcal value.,b3dd1c9b72bf_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,b3dd1c9b72bf_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,b3dd1c9b72bf_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
afc17f5d478c,0000000000046,energy_kj_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj > (4.7 * energy_kcal + 2.0).,"energy_kj=4663.9, energy_kcal=496",Energy in kJ looks too high compared with the kcal value.,0.8245,candidate,python,Align energy_kj with the kcal value.,afc17f5d478c_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,afc17f5d478c_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,afc17f5d478c_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
ed58faca7363,0000000000060,energy_kj_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj > (4.7 * energy_kcal + 2.0).,"energy_kj=1029.1, energy_kcal=213",Energy in kJ looks too high compared with the kcal value.,0.8245,candidate,python,Align energy_kj with the kcal value.,ed58faca7363_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,ed58faca7363_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,ed58faca7363_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
f99845f57131,0000000000066,energy_kj_mismatch_high,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj > (4.7 * energy_kcal + 2.0).,"energy_kj=895, energy_kcal=186.6",Energy in kJ looks too high compared with the kcal value.,0.8245,candidate,python,Align energy_kj with the kcal value.,f99845f57131_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,f99845f57131_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,f99845f57131_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
b77b9d7100de,0000000000001,energy_kj_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj < (3.7 * energy_kcal - 2.0).,"energy_kj=1401, energy_kcal=1403.1",Energy in kJ looks too low compared with the kcal value.,0.8514,candidate,python,Align energy_kj with the kcal value.,b77b9d7100de_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,b77b9d7100de_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,b77b9d7100de_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
bd649878cd48,0000000000002,energy_kj_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj < (3.7 * energy_kcal - 2.0).,"energy_kj=608.8, energy_kcal=172.6",Energy in kJ looks too low compared with the kcal value.,0.8514,candidate,python,Align energy_kj with the kcal value.,bd649878cd48_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,bd649878cd48_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,bd649878cd48_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
7eee8d21fd1a,0000000000009,energy_kj_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj < (3.7 * energy_kcal - 2.0).,"energy_kj=1931.1, energy_kcal=525",Energy in kJ looks too low compared with the kcal value.,0.8514,candidate,python,Align energy_kj with the kcal value.,7eee8d21fd1a_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,7eee8d21fd1a_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,7eee8d21fd1a_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
17205f3a7daa,0000000000022,energy_kj_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj < (3.7 * energy_kcal - 2.0).,"energy_kj=309, energy_kcal=324.9",Energy in kJ looks too low compared with the kcal value.,0.8514,candidate,python,Align energy_kj with the kcal value.,17205f3a7daa_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,17205f3a7daa_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,17205f3a7daa_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
31f2352bc834,0000000000023,energy_kj_mismatch_low,error,global,The recorded nutrition values do not fit the expected relationship: energy_kj < (3.7 * energy_kcal - 2.0).,"energy_kj=294.2, energy_kcal=81",Energy in kJ looks too low compared with the kcal value.,0.8514,candidate,python,Align energy_kj with the kcal value.,31f2352bc834_align_kj | Align energy_kj with the kcal value. | confidence=0.84 | This uses the standard kcal-to-kJ conversion and is usually the most direct repair.,31f2352bc834_align_kcal | Align energy_kcal with the kJ value. | confidence=0.68 | Use this if the kJ declaration is trusted and the kcal field seems off.,31f2352bc834_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
